147;47
79;8
161;40
218;83
272;7
196;84
128;130
147;112
272;54
128;47
167;32
249;76
72;30
196;132
198;91
125;83
189;39
252;108
167;13
247;16
189;79
100;120
254;30
278;39
125;9
218;116
252;84
194;65
252;83
147;43
100;53
247;13
189;85
247;135
189;96
78;40
58;98
213;13
17;65
252;147
100;153
79;118
249;135
189;45
125;55
115;131
198;30
72;91
123;70
108;101
189;16
254;30
147;65
108;140
125;117
114;53
254;30
253;40
141;85
247;128
17;53
9;8
253;29
123;9
123;39
115;48
114;153
212;79
120;112
100;140
111;65
249;131
134;15
108;112
78;26
147;96
58;26
82;120
212;128
120;38
111;116
74;65
250;136
213;83
253;9
86;75
215;30
141;136
78;15
254;94
9;56
115;76
92;13
134;48
58;96
82;47
72;30
282;117
111;96
82;81
194;153
46;130
110;6
46;100
92;135
9;69
213;135
46;81
114;40
212;21
120;45
75;108
215;94
114;96
105;8
16;84
120;16
16;117
86;117
110;147
282;50
215;94
74;18
105;43
74;18
82;96
141;81
215;94
134;96
114;16
114;39
134;45
105;98
46;154
86;16
250;132
181;94
75;53
156;130
215;94
215;94
215;94
215;94
215;94
215;94
46;136
110;16
215;94
215;94
215;94
215;118
194;40
194;130
215;94
215;94
114;69
215;39
75;39
250;39
215;94
46;32
215;100
215;94
215;94
215;94
181;94
215;94
282;38
215;30
215;94
215;94
16;135
156;84
215;94
215;30
215;94
92;54
215;94
86;43
92;154
215;128
156;81
215;94
215;94
215;94
215;94
92;43
215;30
181;30
215;70
215;94
178;145
215;30
215;94
215;94
215;94
215;94
215;94
215;94
215;94
178;145
215;94
215;138
215;94
215;9
178;145
215;118
215;94
215;116
215;94
215;94
215;94
215;30
215;94
215;30
178;19
215;94
178;38
215;94
215;94
215;83
215;156
215;94
215;94
215;94
215;94
215;132
178;101
215;29
215;94
178;145
215;94
215;94
215;94
215;30
215;94
178;145
178;101
215;94
215;94
215;94
178;38
215;9
178;19
215;94
178;145
178;38
215;94
215;94
215;94
215;94
215;94
178;38
178;38
178;101
215;94
178;145
215;94
215;30
215;94
215;94
178;38
178;19
215;94
215;94
215;70
178;145
215;94
178;101
215;94
178;19
215;94
178;101
215;30
178;101
178;101
178;101
178;38
215;94
178;145
178;38
178;38
178;38
178;145
178;38
178;145
178;19
178;38
178;19
18;153
18;34
178;145
178;38
178;38
178;19
178;145
178;101
178;38
178;19
178;101
178;145
178;38
178;38
178;38
178;19
178;145
178;101
178;38
178;145
18;34
215;55
18;53
18;34
178;38
18;85
178;101
178;101
178;19
178;145
215;94
18;153
178;145
178;38
18;53
178;19
178;101
18;81
18;34
178;38
215;94
18;34
18;53
178;101
178;101
18;47
178;38
178;38
18;47
178;38
18;69
18;85
18;69
18;34
18;15
18;34
178;19
18;34
178;19
18;81
18;34
18;34
178;145
18;34
18;34
18;34
178;38
18;98
18;18
178;101
18;34
18;85
18;156
18;34
18;18
178;101
178;101
178;101
178;19
18;34
18;153
18;153
178;19
18;18
18;34
178;101
18;47
18;34
178;38
18;34
18;79
18;98
18;34
18;34
178;19
18;79
18;47
18;81
18;47
18;18
18;34
18;53
18;34
18;18
178;19
18;18
18;81
18;85
18;85
18;34
18;34
18;34
18;34
18;18
18;34
18;34
18;53
18;34
18;69
18;53
18;53
18;34
18;34
18;156
18;47
18;153
18;34
18;34
18;53
18;98
18;156
18;34
18;70
18;34
18;81
18;47
18;156
18;34
18;69
18;79
18;34
18;69
18;81
18;53
18;81
18;156
18;153
18;85
18;85
18;18
18;156
18;79
18;34
18;18
18;18
18;34
18;81
18;47
18;34
18;34
18;70
18;85
18;153
18;53
18;34
18;70
18;18
18;34
18;81
18;81
18;47
18;156
18;34
18;69
18;53
18;153
18;34
18;18
18;34
18;81
18;34
18;81
18;34
18;47
18;70
18;53
18;47
18;85
18;47
18;34
18;81
18;34
18;53
18;34
18;47
18;18
18;34
18;34
18;34
18;79
18;132
18;34
18;47
18;34
18;98
18;34
18;79
18;81
18;34
18;34
18;153
18;53
18;47
18;47
18;47
18;53
18;34
18;79
18;34
18;18
18;47
18;34
18;47
18;69
18;34
18;34
18;85
18;81
18;34
18;47
18;98
18;81
18;34
18;34
18;18
18;47
18;153
18;15
18;156
18;70
18;34
18;34
18;34
18;81
18;34
18;34
18;34
18;53
18;79
18;34
18;132
18;70
18;18
18;53
18;79
18;156
18;34
18;34
18;34
18;15
18;53
18;53
18;81
18;81
18;18
18;34
18;34
18;98
18;15
18;153
18;34
18;18
18;34
18;69
18;34
18;153
18;34
18;79
18;34
18;53
18;34
18;34
18;34
18;53
18;15
18;70
18;81
18;34
18;34
18;47
18;18
18;34
18;156
18;81
18;53
18;34
18;34
18;34
18;70
18;34
18;98
18;34
18;47
18;47
18;153
18;47
18;34
18;132
18;81
18;153
18;153
18;132
18;47
18;53
18;34
18;81
18;34
18;153
18;85
18;34
18;15
18;34
18;156
18;34
18;34
18;85
18;47
18;15
18;34
18;70
18;70
18;70
18;69
18;79
18;34
18;69
18;34
18;156
18;81
18;34
18;81
18;34
18;34
18;70
18;34
18;34
18;34
18;34
18;153
18;81
18;85
18;69
18;18
18;85
18;81
18;69
18;69
18;156
18;85
18;132
18;153
18;34
18;34
18;34
18;34
18;79
18;70
18;34
18;34
18;34
18;34
18;70
18;69
18;132
18;34
18;18
18;15
18;98
18;70
18;47
18;69
18;34
18;156
18;34
18;53
18;81
18;79
18;81
18;34
18;18
18;34
18;34
18;98
18;53
18;85
18;81
18;81
18;70
18;34
18;34
18;34
18;34
18;34
18;156
18;98
18;79
18;34
18;34
18;81
18;85
18;34
18;70
18;34
18;81
18;47
18;85
18;70
18;47
18;98
18;34
18;34
18;34
18;34
18;34
18;34
18;98
18;98
18;79
18;15
18;69
18;132
18;70
18;34
18;98
18;34
18;85
18;15
18;98
18;153
18;47
18;85
18;81
18;69
18;81
18;34
18;81
18;34
18;69
18;34
18;47
18;156
18;18
18;70
18;81
18;81
18;34
18;18
18;79
18;34
18;34
18;34
18;153
18;34
18;34
18;15
18;34
18;18
18;34
18;153
18;70
18;34
18;47
18;98
18;98
18;98
18;18
18;47
18;34
18;34
18;69
18;34
18;34
18;18
18;153
18;34
18;69
18;47
18;69
18;34
18;34
18;85
18;79
18;69
18;34
18;156
18;34
18;34
18;98
18;47
18;53
18;98
18;18
18;34
18;34
18;70
18;85
18;47
18;79
18;153
18;156
18;79
18;34
18;47
18;98
18;53
81;128
18;70
18;53
18;15
18;81
18;34
18;81
18;81
18;34
18;53
18;34
18;34
18;34
18;47
81;157
81;128
18;34
18;81
81;128
18;34
18;85
18;81
18;153
18;34
18;53
18;53
18;70
18;153
18;132
18;15
18;153
81;1
18;69
18;153
18;81
18;81
18;34
18;98
18;53
81;4
18;81
18;34
18;34
81;136
18;79
18;70
18;34
18;53
81;157
18;34
81;128
81;96
18;79
18;34
18;53
18;15
18;34
81;136
18;15
18;47
18;69
18;34
18;53
18;34
18;47
81;128
18;153
81;129
18;34
18;34
81;1
18;98
81;6
81;136
81;4
18;69
18;98
81;136
81;96
18;34
81;1
18;34
81;75
18;15
81;136
18;34
81;96
81;96
81;4
81;6
81;157
18;70
18;34
81;128
18;34
81;96
81;75
81;4
81;96
18;53
81;10
81;4
81;6
81;128
18;85
81;4
81;128
81;96
18;18
81;129
81;129
81;157
81;129
81;128
81;96
18;98
81;4
81;96
81;6
81;96
18;132
81;96
81;136
81;10
81;75
81;96
81;136
81;75
81;129
81;6
81;96
81;128
81;10
81;129
81;129
81;1
81;4
81;4
81;96
81;4
81;10
81;96
81;4
81;96
81;136
81;136
81;96
81;4
81;128
81;96
81;96
81;96
81;4
81;96
81;4
81;136
81;4
81;128
81;4
81;75
81;4
81;4
81;136
81;6
81;96
81;4
81;4
81;136
81;75
81;96
81;128
81;6
81;136
81;129
81;4
81;96
81;4
81;136
81;10
81;96
18;153
81;96
81;96
81;128
81;129
81;4
81;136
81;6
81;6
81;4
81;10
81;129
81;4
81;75
81;129
81;1
81;1
81;96
81;4
81;129
81;136
81;96
81;157
81;75
81;96
81;157
81;1
81;4
81;96
81;136
81;1
81;136
237;76
81;96
81;10
81;4
81;96
81;6
81;1
81;157
81;10
81;129
81;75
81;1
81;128
81;128
81;4
81;6
81;136
81;1
81;136
81;6
81;4
81;6
81;10
81;75
81;96
81;128
237;135
81;96
81;96
81;6
81;157
237;7
81;128
237;7
81;129
81;10
81;10
81;157
81;128
81;129
81;129
81;136
81;1
81;129
81;128
81;4
81;96
81;157
81;128
237;83
81;96
81;1
81;128
81;136
81;136
81;129
81;136
81;129
81;157
81;96
81;157
237;45
81;75
81;128
81;96
81;10
81;75
81;10
81;128
81;96
81;75
81;4
81;4
81;1
81;96
81;136
237;108
81;136
81;136
81;136
81;129
81;75
81;1
81;157
81;136
237;45
81;128
237;45
81;4
237;45
237;7
237;83
81;10
81;128
237;152
81;128
81;4
81;157
237;43
237;117
237;43
237;90
237;90
81;136
81;1
237;117
237;45
237;25
81;136
237;147
237;152
237;43
237;43
81;136
81;157
81;96
237;152
237;147
237;83
237;43
81;10
81;4
81;136
81;4
81;1
237;152
81;4
81;129
237;43
81;4
237;43
81;10
237;147
81;136
237;7
81;136
237;83
81;128
237;140
237;117
237;76
237;140
237;147
237;84
237;83
237;152
237;147
237;7
81;128
81;1
237;83
81;157
237;135
237;7
237;7
237;84
237;108
237;83
237;43
237;43
237;140
237;147
237;108
237;7
81;4
237;25
81;6
237;83
237;140
237;135
237;108
237;152
237;7
237;25
237;117
237;152
237;45
237;135
237;43
237;135
237;84
237;45
237;43
237;147
237;147
237;117
237;43
237;83
237;140
237;147
237;108
237;84
237;83
237;108
81;96
237;108
237;108
237;43
81;129
237;117
237;84
81;75
237;45
81;128
237;83
237;83
237;152
237;25
237;108
237;84
237;117
237;45
237;84
237;108
237;7
237;152
237;108
237;43
237;147
237;108
237;43
237;43
237;7
237;117
237;7
237;152
237;84
237;45
237;83
237;45
237;90
237;152
237;45
237;108
237;43
237;152
237;83
237;25
237;147
237;43
237;45
237;25
237;83
237;43
237;83
237;135
237;83
237;90
237;43
237;108
237;43
237;147
237;84
237;152
237;83
237;45
237;90
237;147
237;45
237;83
237;135
237;147
237;84
237;43
237;43
237;83
237;152
237;140
237;7
237;117
237;117
237;83
237;45
237;117
237;108
237;83
237;83
237;108
237;45
237;135
237;83
237;117
237;108
237;152
237;43
237;7
237;117
237;45
237;152
237;7
237;43
237;147
237;117
237;25
237;152
237;25
237;83
237;43
237;152
237;84
237;7
237;83
237;108
237;45
237;147
237;90
237;152
237;25
237;45
237;45
237;117
237;152
237;25
237;43
237;43
237;108
237;83
237;108
237;45
237;43
237;152
237;90
237;108
237;84
237;152
237;117
237;45
237;43
237;43
237;135
237;83
237;45
237;83
237;140
237;25
237;43
237;45
237;152
237;117
237;25
237;140
237;43
237;43
237;7
237;152
237;43
237;135
237;117
237;45
237;43
237;7
237;25
237;43
237;45
237;7
237;45
237;43
237;152
237;108
237;45
237;147
237;84
237;43
237;7
237;135
237;84
237;25
237;84
237;108
237;7
237;83
237;108
237;43
237;140
237;90
237;90
237;140
237;152
237;43
237;108
237;147
237;43
237;43
237;45
237;135
237;84
237;25
237;43
237;108
237;83
237;43
22;50
237;83
237;90
237;45
237;83
237;43
237;25
237;147
237;45
237;7
237;25
237;135
237;45
237;147
237;84
237;43
237;25
237;95
237;83
237;7
237;147
237;108
237;25
237;147
237;7
237;135
22;23
22;23
237;152
237;108
22;23
237;117
237;25
237;147
237;147
22;50
22;23
22;23
237;45
237;84
237;152
237;147
237;135
237;108
237;117
22;23
237;45
237;45
22;23
22;143
22;50
22;31
237;7
237;140
237;90
22;31
237;83
237;108
22;143
237;108
237;117
22;23
22;50
22;50
22;23
22;23
237;108
22;23
22;50
237;43
237;83
237;147
22;23
237;147
22;50
237;135
22;50
22;23
237;45
237;117
22;50
237;84
22;50
237;135
237;108
237;152
237;140
22;50
237;108
237;152
237;45
22;143
237;45
237;117
237;84
22;50
237;90
237;43
237;140
237;43
237;7
22;23
22;31
22;143
237;147
22;23
237;147
237;147
22;23
22;31
22;143
22;50
22;50
22;23
22;50
237;135
22;143
237;147
237;43
22;50
22;31
22;23
22;143
22;143
124;151
22;143
22;31
22;31
22;50
22;143
22;50
237;90
22;23
237;43
22;31
22;143
237;83
237;108
22;50
237;84
22;50
22;50
237;84
22;50
22;143
237;117
22;23
22;23
22;143
237;7
22;23
22;143
22;50
22;50
22;50
22;50
22;50
22;50
22;50
22;50
22;50
22;23
22;143
237;84
22;50
22;143
22;50
237;117
22;31
22;50
124;44
124;44
22;143
22;23
22;143
22;143
124;44
22;23
124;151
22;50
124;44
237;117
124;154
22;50
22;50
124;151
22;50
22;23
22;143
22;50
124;151
22;23
124;150
22;23
124;151
22;23
22;31
22;50
22;23
124;151
22;23
22;50
22;50
22;31
22;50
22;143
124;112
124;151
22;143
124;44
124;151
124;44
124;112
22;23
124;44
22;50
22;23
124;44
22;50
124;154
124;151
22;50
124;151
22;50
124;150
22;50
22;31
124;112
22;23
124;151
22;50
22;50
124;44
22;31
124;151
124;44
124;151
124;151
124;151
22;23
22;143
22;50
22;50
124;151
22;143
124;112
22;50
124;44
22;31
124;112
124;151
22;23
124;151
22;23
124;44
124;151
124;151
124;150
124;112
124;44
124;44
22;31
124;151
124;44
124;151
124;151
22;23
124;151
124;154
124;112
124;150
124;151
124;44
124;151
124;150
124;112
124;44
22;23
124;150
124;150
124;151
22;143
124;150
22;50
124;154
124;44
124;150
124;150
124;151
124;154
124;44
124;151
124;150
124;44
124;151
22;50
124;150
124;154
124;151
124;44
124;154
22;31
124;44
124;154
124;151
22;143
124;151
124;151
22;23
124;44
124;112
22;31
124;44
124;44
124;151
124;151
124;151
124;112
124;151
124;154
124;44
22;143
124;44
124;151
124;44
124;44
124;151
124;151
124;150
124;151
124;112
124;112
124;44
124;151
124;151
124;44
124;154
124;151
22;23
124;150
124;44
124;154
124;151
124;154
124;151
124;151
124;44
124;151
124;151
124;151
124;112
124;151
124;150
124;150
124;154
124;150
124;151
124;151
124;150
124;154
124;44
124;44
124;151
124;44
124;151
241;130
124;154
29;78
241;26
124;154
124;151
124;151
124;151
124;44
124;44
29;78
124;150
124;151
124;151
124;44
124;150
241;54
241;16
124;44
124;44
124;150
124;151
124;150
124;44
124;151
124;150
124;112
124;154
124;150
124;151
124;112
124;151
124;150
124;150
124;112
124;150
29;78
124;151
124;112
124;151
124;112
124;154
124;150
124;150
124;154
124;151
124;154
124;151
124;151
241;65
124;154
124;112
124;44
124;151
124;44
124;150
124;151
241;65
124;151
124;151
29;78
124;44
124;44
124;44
29;78
241;55
124;44
29;32
124;44
241;55
124;154
124;154
124;154
124;150
124;112
124;112
241;116
124;44
241;65
124;150
29;78
124;44
29;32
124;150
29;32
29;78
124;44
124;112
241;138
124;151
124;150
124;151
241;87
124;151
29;78
241;21
29;32
124;150
124;44
124;151
124;154
29;78
124;150
124;151
124;112
124;151
241;65
124;112
124;151
241;21
241;65
124;150
29;32
29;32
29;32
241;54
124;151
124;151
29;32
124;112
29;32
29;78
124;151
241;29
124;112
124;44
124;150
124;154
124;151
124;112
241;39
241;130
124;154
241;100
241;65
241;26
124;151
241;100
29;78
124;44
241;56
241;65
241;65
241;100
124;150
241;39
241;100
241;118
124;44
241;21
241;21
29;78
124;150
124;154
29;32
241;16
29;32
124;151
241;120
241;116
241;118
241;9
241;16
241;56
29;78
241;130
124;150
241;21
124;44
124;112
241;120
29;78
241;9
241;65
124;154
124;151
241;26
241;39
241;29
241;40
241;116
241;16
241;48
241;54
241;100
241;48
241;130
241;56
241;21
29;78
29;78
124;112
241;56
241;16
241;130
124;150
241;9
241;48
241;116
241;39
29;32
241;29
241;65
241;130
241;56
241;54
241;130
241;9
241;26
241;87
241;54
241;39
29;32
241;55
241;118
241;40
241;29
241;54
124;151
241;16
241;40
241;21
241;116
241;16
241;21
241;9
124;150
241;40
241;54
241;26
241;56
241;116
241;9
241;55
241;21
241;16
241;65
241;39
124;112
124;151
241;65
241;130
241;21
241;29
241;100
241;54
241;16
241;130
241;9
241;29
241;118
29;32
241;65
241;130
241;29
241;21
241;54
241;55
241;130
241;54
241;16
241;21
241;118
241;118
241;87
241;87
241;56
241;9
241;65
241;56
241;55
241;65
241;138
241;55
241;65
241;40
241;65
241;48
241;8
241;8
241;9
241;26
241;87
241;29
241;26
241;21
241;100
241;48
241;39
241;100
241;54
241;65
241;116
241;130
241;54
241;48
241;65
241;65
241;130
241;9
29;32
241;26
241;138
241;118
241;40
241;26
241;26
241;116
241;39
241;16
241;16
241;130
241;65
241;130
241;65
241;40
241;65
241;26
241;9
241;65
241;39
241;55
241;40
241;120
241;39
241;54
241;56
241;9
241;130
241;39
241;9
241;16
241;40
241;87
241;120
241;116
241;65
241;138
241;16
241;55
241;9
241;116
241;40
241;26
241;16
241;130
241;65
241;54
241;56
241;39
241;39
241;65
241;26
241;9
241;130
241;54
241;16
241;21
241;100
241;21
241;138
241;138
241;48
241;9
241;39
241;9
241;29
241;118
241;87
241;16
241;54
241;8
241;65
241;48
241;100
241;65
241;65
241;39
241;26
241;39
241;40
241;48
241;54
241;65
241;87
241;16
241;29
241;8
241;65
241;87
241;100
241;116
241;65
241;39
241;26
241;16
241;100
241;40
241;16
241;8
241;8
241;120
241;116
241;39
241;9
241;120
241;16
241;48
241;16
241;87
241;118
241;120
241;56
241;65
241;138
241;39
241;130
241;56
241;54
241;48
241;65
241;29
241;54
241;16
241;16
241;65
241;65
241;130
241;29
241;65
241;9
241;9
241;9
241;21
241;65
241;130
241;21
241;100
241;16
241;65
241;130
241;29
241;40
241;48
241;39
241;56
241;9
241;65
241;100
241;40
241;65
241;116
241;39
241;40
241;138
241;65
241;130
241;16
241;8
241;8
241;65
241;9
241;16
241;40
241;26
241;118
241;54
241;116
241;65
241;130
241;130
241;138
241;40
241;39
241;118
241;116
241;87
241;29
241;55
241;40
241;48
241;9
241;116
241;65
241;39
241;40
241;39
241;56
241;138
241;29
241;120
241;16
241;29
241;100
241;29
241;116
241;29
241;16
241;116
241;16
241;87
241;55
241;65
241;120
241;16
241;9
241;26
241;21
241;118
241;116
241;100
241;130
241;130
241;40
241;39
241;65
241;8
241;26
241;9
241;9
241;21
241;56
241;100
241;40
241;87
241;130
241;116
241;130
241;130
241;26
241;16
241;130
241;29
241;87
241;16
241;65
241;118
241;39
241;65
241;16
241;118
241;55
241;21
241;65
241;130
241;21
241;9
241;40
241;130
203;19
241;130
241;26
241;26
241;9
241;138
241;100
241;65
241;116
241;87
241;118
241;9
241;100
241;29
241;130
241;29
241;21
241;21
241;29
241;39
241;9
241;9
241;120
241;39
241;65
241;21
241;21
241;48
241;55
241;65
241;9
241;48
241;65
241;130
241;39
241;120
203;101
241;9
241;16
203;38
241;130
203;145
241;48
241;21
241;9
241;9
241;26
241;54
241;65
241;116
241;65
241;65
241;9
241;21
241;100
241;130
241;56
241;40
241;55
241;54
241;116
241;116
241;8
241;8
241;56
241;29
241;54
241;130
241;65
203;101
241;55
241;87
241;65
241;65
241;9
241;130
241;26
203;38
241;118
241;39
241;65
241;116
241;54
203;38
241;65
203;19
241;39
241;138
241;130
241;116
241;130
241;65
203;19
241;48
241;16
241;100
203;38
241;39
241;8
203;101
241;39
203;38
241;65
241;9
241;65
241;40
241;100
241;40
241;26
241;100
241;48
241;9
241;130
241;29
203;38
241;118
203;38
241;9
241;9
241;48
241;120
241;48
241;9
241;118
241;21
241;16
203;145
203;38
203;101
203;101
241;26
241;65
203;38
241;9
241;65
203;19
241;65
241;40
241;138
203;38
203;145
203;19
203;101
241;65
203;19
203;145
241;29
203;19
241;56
203;145
241;130
203;101
241;26
203;145
203;38
203;145
203;19
203;38
203;19
203;38
241;116
203;19
241;130
241;54
203;145
241;120
241;138
203;145
241;9
203;19
203;101
241;120
241;21
241;39
241;55
241;138
241;138
203;38
203;38
241;9
203;19
203;101
241;9
241;100
241;65
241;130
203;101
203;38
241;21
241;16
203;38
241;48
203;19
203;101
241;26
203;101
203;38
203;145
203;19
241;65
203;145
203;38
203;38
241;130
203;145
241;9
203;145
203;145
203;38
203;101
203;38
203;19
241;65
203;145
203;101
203;38
241;87
241;9
203;101
241;55
241;16
241;40
203;145
241;65
203;145
203;101
203;38
203;38
203;101
203;38
241;48
241;40
203;145
203;101
203;101
203;19
203;101
203;145
203;38
241;138
203;101
203;19
241;9
